Left,Satisfaction Level,Work Accident,Average Monthly Hours,Last Evaluation,Years in the Company,salary,Department,Number of Projects,Promoted in the last 5 years?,Date Hired
No,0.98,No,183,0.58,3,low,sales,3,No,2017-08-29T00:00:00Z
No,0.8,No,271,0.82,4,low,sales,4,No,2016-05-22T00:00:00Z
No,0.81,No,251,0.77,2,low,sales,5,No,2018-07-30T00:00:00Z
No,0.13,No,198,0.61,5,medium,sales,5,No,2015-08-02T00:00:00Z
No,0.75,No,209,0.63,3,medium,sales,4,Yes,2017-12-05T00:00:00Z
No,0.8,No,271,0.94,4,medium,sales,4,Yes,2016-07-11T00:00:00Z
No,0.78,No,143,0.6,2,medium,sales,4,Yes,2018-11-19T00:00:00Z
No,0.85,No,222,0.98,3,medium,sales,5,Yes,2017-11-14T00:00:00Z
No,0.52,No,233,0.63,3,medium,sales,3,Yes,2017-10-30T00:00:00Z
No,0.81,No,258,0.92,3,medium,sales,5,Yes,2017-02-07T00:00:00Z
No,0.91,No,150,0.74,2,medium,accounting,3,No,2018-02-03T00:00:00Z
No,0.62,No,193,0.51,3,high,accounting,4,No,2017-07-09T00:00:00Z
No,0.24,No,210,0.42,5,low,accounting,5,No,2015-01-10T00:00:00Z
No,0.88,No,208,0.51,3,medium,hr,3,No,2017-07-03T00:00:00Z
No,0.94,No,196,0.73,3,medium,hr,3,No,2017-11-19T00:00:00Z
No,0.76,No,187,0.79,4,medium,hr,5,No,2016-09-04T00:00:00Z
No,0.49,No,140,0.67,2,medium,hr,3,No,2018-03-16T00:00:00Z
No,0.93,No,256,0.9,4,low,technical,4,No,2016-08-15T00:00:00Z
No,0.92,No,113,0.66,3,low,technical,4,No,2017-03-10T00:00:00Z
No,0.19,No,196,0.94,5,low,technical,4,No,2015-12-13T00:00:00Z
No,0.66,No,170,0.76,3,low,technical,3,No,2017-05-04T00:00:00Z
No,0.16,No,261,0.94,6,low,technical,4,No,2014-02-22T00:00:00Z
No,0.83,No,132,0.99,3,low,technical,5,No,2017-01-05T00:00:00Z
No,0.69,No,153,0.53,3,low,technical,3,No,2017-05-18T00:00:00Z
No,0.88,No,244,0.72,2,low,technical,5,No,2018-12-18T00:00:00Z
No,0.31,No,108,0.42,4,low,technical,4,No,2016-05-05T00:00:00Z
No,0.83,No,218,0.49,2,low,technical,4,No,2018-11-16T00:00:00Z
No,0.94,No,133,0.52,3,low,support,5,No,2017-03-15T00:00:00Z
No,0.65,No,233,0.79,3,low,support,5,No,2017-11-29T00:00:00Z
No,0.6,No,147,0.6,3,low,support,4,No,2017-12-24T00:00:00Z
No,0.52,No,176,0.43,3,low,support,3,No,2017-03-20T00:00:00Z
No,0.66,No,169,0.89,4,low,support,4,No,2016-12-30T00:00:00Z
No,0.87,No,144,0.87,3,low,support,4,No,2017-05-16T00:00:00Z
No,0.69,No,180,0.98,3,medium,support,4,No,2017-06-03T00:00:00Z
No,0.48,No,251,0.61,3,medium,support,3,No,2017-11-22T00:00:00Z
No,0.8,No,263,0.8,4,medium,support,4,No,2016-06-28T00:00:00Z
No,0.89,No,260,0.74,6,medium,technical,5,No,2014-09-06T00:00:00Z
No,0.67,No,227,0.63,3,medium,technical,3,No,2017-06-25T00:00:00Z
No,0.37,No,260,0.86,3,medium,technical,6,No,2017-02-23T00:00:00Z
No,0.93,No,158,0.61,3,medium,management,5,No,2017-01-18T00:00:00Z
No,0.69,No,186,0.52,3,medium,IT,3,No,2017-03-03T00:00:00Z
No,0.16,No,171,0.61,6,medium,IT,4,No,2014-02-25T00:00:00Z
No,0.97,No,258,0.63,2,medium,IT,5,No,2018-06-09T00:00:00Z
No,0.77,No,273,0.59,2,high,IT,4,No,2018-08-10T00:00:00Z
No,0.75,No,259,0.78,3,low,product_mng,2,No,2017-12-19T00:00:00Z
No,0.88,No,265,0.82,3,medium,product_mng,3,No,2017-12-31T00:00:00Z
No,0.43,No,168,0.51,4,medium,product_mng,5,No,2016-09-17T00:00:00Z
No,0.99,No,163,0.99,4,medium,product_mng,4,No,2016-09-20T00:00:00Z
No,0.59,No,265,0.65,3,medium,IT,5,No,2017-02-28T00:00:00Z
No,0.89,No,190,0.71,3,low,RandD,4,No,2017-05-29T00:00:00Z
No,0.54,No,157,0.73,3,low,RandD,3,No,2017-05-23T00:00:00Z
No,0.32,No,266,0.86,4,low,RandD,4,No,2016-02-18T00:00:00Z
No,0.17,No,240,0.55,6,low,RandD,6,No,2014-03-25T00:00:00Z
No,0.78,No,143,0.55,3,low,RandD,3,No,2017-04-22T00:00:00Z
No,0.73,No,121,0.68,5,low,RandD,3,No,2015-07-20T00:00:00Z
No,0.65,No,170,0.76,5,low,IT,2,No,2015-07-04T00:00:00Z
No,0.8,No,161,0.71,4,low,IT,4,No,2016-03-11T00:00:00Z
No,0.61,No,239,0.86,3,low,IT,3,No,2017-12-10T00:00:00Z
No,0.67,No,224,0.49,3,low,IT,3,No,2017-12-30T00:00:00Z
No,0.63,No,242,0.57,3,low,product_mng,3,No,2017-10-26T00:00:00Z
No,0.82,No,170,0.59,3,low,product_mng,5,No,2017-08-31T00:00:00Z
No,0.79,No,156,0.67,2,low,product_mng,5,No,2018-10-24T00:00:00Z
No,0.49,No,113,0.6,5,low,IT,2,No,2015-03-24T00:00:00Z
No,0.7,No,138,0.59,3,low,RandD,3,No,2017-12-26T00:00:00Z
No,0.13,No,137,0.5,5,low,RandD,3,No,2015-05-02T00:00:00Z
No,0.83,No,217,0.52,3,low,RandD,5,No,2017-07-13T00:00:00Z
No,0.83,No,155,0.91,3,low,RandD,3,No,2017-12-10T00:00:00Z
No,0.19,No,280,0.83,4,low,RandD,5,No,2016-03-15T00:00:00Z
No,0.49,No,190,0.67,8,medium,marketing,2,No,2012-11-12T00:00:00Z
No,0.92,No,176,0.99,8,medium,sales,3,No,2012-03-10T00:00:00Z
No,0.81,No,217,0.55,8,medium,accounting,4,No,2012-08-11T00:00:00Z
No,0.62,No,269,0.91,8,medium,support,3,No,2012-01-06T00:00:00Z
No,0.21,No,238,0.7,8,medium,technical,3,No,2012-12-23T00:00:00Z
No,0.95,No,243,0.74,6,medium,management,5,No,2014-07-19T00:00:00Z
No,0.51,No,198,0.8,6,medium,marketing,4,No,2014-07-18T00:00:00Z
No,0.52,No,188,0.89,6,medium,marketing,3,No,2014-10-21T00:00:00Z
No,0.64,No,257,0.56,6,medium,marketing,3,No,2014-09-09T00:00:00Z
No,0.62,No,268,0.79,6,medium,sales,4,No,2014-12-31T00:00:00Z
No,0.32,No,214,0.86,5,medium,sales,4,No,2015-11-07T00:00:00Z
No,0.78,No,285,0.96,3,high,sales,2,No,2017-06-11T00:00:00Z
No,0.56,No,224,0.92,3,medium,sales,4,No,2017-03-26T00:00:00Z
No,0.96,No,142,0.89,4,medium,sales,3,No,2016-01-14T00:00:00Z
No,0.79,No,220,0.82,3,medium,sales,4,No,2017-04-06T00:00:00Z
No,0.66,No,244,0.58,3,medium,sales,4,No,2017-02-05T00:00:00Z
No,0.67,No,171,0.68,3,low,sales,4,No,2017-11-10T00:00:00Z
No,0.86,No,171,0.87,2,low,sales,5,No,2018-12-07T00:00:00Z
No,0.52,No,150,0.59,2,low,sales,5,No,2018-01-19T00:00:00Z
No,0.78,No,259,0.63,3,low,sales,5,No,2017-08-22T00:00:00Z
No,0.95,No,153,0.63,2,low,sales,3,No,2018-11-25T00:00:00Z
No,0.75,No,263,0.61,3,low,sales,3,No,2017-02-28T00:00:00Z
No,0.48,No,261,1,3,low,accounting,4,No,2017-10-27T00:00:00Z
No,0.72,No,237,0.85,4,low,accounting,5,No,2016-05-28T00:00:00Z
No,0.61,No,224,0.52,3,low,hr,3,No,2017-02-20T00:00:00Z
No,0.48,No,268,0.49,3,low,hr,3,No,2017-05-06T00:00:00Z
No,0.61,No,153,0.83,2,low,technical,4,No,2018-04-03T00:00:00Z
No,0.93,No,169,0.99,3,low,technical,3,No,2017-11-17T00:00:00Z
No,0.89,No,218,0.39,2,low,technical,5,No,2018-06-02T00:00:00Z
No,0.95,No,155,0.9,3,medium,technical,3,No,2017-03-28T00:00:00Z
No,0.36,No,155,0.44,3,medium,technical,5,No,2017-02-09T00:00:00Z
No,0.29,No,105,0.39,6,medium,technical,6,No,2014-09-14T00:00:00Z
No,0.65,No,251,0.83,2,medium,technical,4,No,2018-09-26T00:00:00Z
No,0.72,No,219,0.54,2,medium,technical,4,No,2018-05-29T00:00:00Z
No,0.54,No,158,0.53,2,medium,technical,4,No,2018-08-10T00:00:00Z
No,0.66,No,157,0.58,2,medium,support,3,No,2018-12-21T00:00:00Z
No,0.59,No,178,0.54,2,medium,support,4,No,2018-09-05T00:00:00Z
No,0.45,No,145,0.48,2,medium,support,3,No,2018-01-30T00:00:00Z
No,0.15,No,230,0.91,3,medium,support,5,No,2017-09-09T00:00:00Z
No,0.95,No,174,0.53,3,medium,support,3,No,2017-03-25T00:00:00Z
No,0.49,No,140,0.59,3,high,support,5,No,2017-03-25T00:00:00Z
No,0.68,No,174,0.97,2,low,support,3,No,2018-06-24T00:00:00Z
No,0.7,No,173,0.76,2,medium,support,4,No,2018-02-28T00:00:00Z
No,0.9,No,203,0.73,4,medium,support,2,No,2016-01-22T00:00:00Z
No,0.94,No,170,0.95,3,medium,support,5,No,2017-06-25T00:00:00Z
No,0.8,No,203,0.86,3,medium,support,3,No,2017-09-16T00:00:00Z
No,0.59,No,169,0.53,3,low,technical,5,No,2017-04-14T00:00:00Z
No,0.43,No,109,0.96,6,low,technical,3,No,2014-06-12T00:00:00Z
No,0.7,No,263,0.54,3,low,technical,5,No,2017-03-12T00:00:00Z
No,0.51,No,185,0.62,3,low,management,4,No,2017-07-08T00:00:00Z
No,0.12,No,191,0.49,5,low,IT,4,No,2015-06-05T00:00:00Z
No,0.86,No,253,0.91,3,low,IT,4,No,2017-11-19T00:00:00Z
No,0.97,No,216,0.5,3,low,IT,3,No,2017-02-11T00:00:00Z
No,1,No,264,0.86,3,medium,IT,2,No,2017-12-18T00:00:00Z
No,0.9,No,209,0.93,3,medium,product_mng,3,No,2017-07-05T00:00:00Z
No,0.82,No,239,0.89,2,medium,product_mng,4,No,2018-11-06T00:00:00Z
No,0.59,No,197,0.48,3,medium,product_mng,3,No,2017-01-12T00:00:00Z
No,0.97,No,150,0.57,2,medium,IT,4,No,2018-01-11T00:00:00Z
No,0.69,No,164,0.88,10,medium,management,3,No,2010-05-17T00:00:00Z
No,0.73,No,216,0.84,8,medium,management,3,No,2012-08-14T00:00:00Z
No,0.94,No,176,0.49,8,medium,management,4,No,2012-12-06T00:00:00Z
No,0.74,No,156,0.73,8,medium,management,3,No,2012-05-19T00:00:00Z
No,0.65,No,143,0.63,8,medium,management,4,No,2012-08-08T00:00:00Z
No,0.93,No,233,0.94,6,medium,IT,4,No,2014-11-24T00:00:00Z
No,0.9,No,259,0.49,6,medium,IT,3,No,2014-03-10T00:00:00Z
No,0.55,No,169,0.86,6,medium,IT,4,No,2014-05-22T00:00:00Z
No,0.59,No,172,0.73,6,medium,product_mng,3,No,2014-03-05T00:00:00Z
No,0.72,No,156,0.98,3,medium,product_mng,4,No,2017-10-03T00:00:00Z
No,0.87,No,140,0.52,3,medium,product_mng,4,No,2017-08-17T00:00:00Z
No,0.86,No,212,0.82,2,medium,product_mng,4,No,2018-07-18T00:00:00Z
No,0.61,No,269,0.5,3,medium,IT,4,No,2017-11-08T00:00:00Z
No,0.45,No,111,0.63,5,medium,management,5,No,2015-06-11T00:00:00Z
No,0.51,No,198,0.63,2,medium,management,4,No,2018-01-14T00:00:00Z
No,0.87,No,263,0.92,3,medium,management,4,No,2017-04-10T00:00:00Z
No,0.29,No,191,0.38,5,medium,management,5,No,2015-10-27T00:00:00Z
No,0.57,No,188,0.64,3,medium,management,3,No,2017-07-12T00:00:00Z
No,0.69,No,252,0.83,3,medium,management,4,No,2017-08-22T00:00:00Z
No,0.61,No,142,0.9,3,high,marketing,2,No,2017-03-23T00:00:00Z
No,0.96,No,247,0.85,3,high,sales,4,No,2017-04-07T00:00:00Z
No,0.16,No,269,0.61,2,high,accounting,6,No,2018-10-18T00:00:00Z
No,0.96,No,244,0.82,3,high,support,4,No,2017-05-01T00:00:00Z
No,0.77,No,164,0.81,3,high,technical,4,No,2017-06-03T00:00:00Z
No,0.85,No,232,0.87,5,high,management,6,No,2015-08-05T00:00:00Z
No,0.37,No,177,0.49,3,high,marketing,3,No,2017-04-03T00:00:00Z
No,0.95,No,225,0.8,2,high,sales,3,No,2018-04-05T00:00:00Z
No,0.44,No,219,0.51,4,low,sales,2,No,2016-09-19T00:00:00Z
No,0.94,No,204,0.73,2,low,sales,4,No,2018-04-28T00:00:00Z
No,0.85,No,235,0.94,4,low,sales,5,No,2016-01-07T00:00:00Z
No,0.76,No,243,0.67,3,low,sales,5,No,2017-10-26T00:00:00Z
No,0.13,No,162,0.97,6,low,sales,4,No,2014-04-10T00:00:00Z
No,0.6,No,262,0.79,3,low,sales,4,No,2017-04-30T00:00:00Z
No,0.45,No,206,0.55,2,low,sales,4,No,2018-10-23T00:00:00Z
No,0.19,No,167,0.36,5,low,sales,3,No,2015-03-13T00:00:00Z
No,0.68,No,218,0.89,5,low,sales,5,No,2015-11-16T00:00:00Z
No,0.53,No,181,0.91,3,low,sales,5,No,2017-04-11T00:00:00Z
No,1,No,269,0.77,3,low,sales,5,No,2017-09-23T00:00:00Z
No,0.99,No,167,0.86,2,low,sales,3,No,2018-04-27T00:00:00Z
No,0.29,No,271,0.75,10,medium,sales,6,No,2010-07-05T00:00:00Z
No,0.25,No,229,0.9,8,medium,sales,6,No,2012-02-24T00:00:00Z
No,0.71,No,148,0.76,8,medium,accounting,4,No,2012-10-05T00:00:00Z
No,0.96,No,147,0.84,8,medium,accounting,3,No,2012-08-12T00:00:00Z
No,0.8,No,211,0.9,8,medium,accounting,4,No,2012-07-18T00:00:00Z
No,0.82,No,145,0.87,6,medium,hr,5,No,2014-12-24T00:00:00Z
No,0.19,No,269,0.97,6,medium,hr,6,No,2014-12-19T00:00:00Z
No,0.43,No,129,0.74,6,medium,hr,4,No,2014-07-23T00:00:00Z
No,0.62,No,270,0.84,6,medium,hr,3,No,2014-01-29T00:00:00Z
No,0.75,No,250,0.85,6,medium,technical,3,No,2014-07-18T00:00:00Z
No,0.88,No,233,0.91,4,high,technical,4,No,2016-12-30T00:00:00Z
No,0.63,No,192,0.57,3,high,technical,4,No,2017-05-07T00:00:00Z
No,0.75,No,247,0.93,2,high,technical,3,No,2018-03-13T00:00:00Z
No,0.74,No,192,1,4,high,technical,4,No,2016-02-10T00:00:00Z
No,0.87,No,197,0.55,3,high,technical,4,No,2017-07-26T00:00:00Z
No,0.13,No,264,0.9,6,high,technical,5,No,2014-02-12T00:00:00Z
No,0.89,No,147,0.97,2,low,technical,4,No,2018-01-07T00:00:00Z
No,0.57,No,250,0.59,2,low,support,4,No,2018-01-20T00:00:00Z
No,0.72,No,179,0.53,3,low,support,3,No,2018-01-01T00:00:00Z
No,0.28,No,170,0.44,2,low,support,4,No,2018-08-07T00:00:00Z
No,0.54,No,118,0.61,5,low,support,4,No,2015-06-04T00:00:00Z
No,0.54,No,256,0.95,3,low,support,4,No,2017-03-31T00:00:00Z
No,0.99,No,209,0.8,2,medium,support,3,No,2018-11-11T00:00:00Z
No,0.37,No,146,0.69,3,medium,support,2,No,2017-03-08T00:00:00Z
No,0.7,No,180,0.88,2,medium,support,4,No,2018-07-11T00:00:00Z
No,0.8,No,228,0.74,3,medium,technical,3,No,2017-01-10T00:00:00Z
No,0.52,No,204,0.63,3,medium,technical,3,No,2017-04-08T00:00:00Z
No,0.69,No,172,0.55,2,medium,technical,3,No,2018-12-29T00:00:00Z
No,0.6,No,274,0.62,3,medium,management,5,No,2017-01-24T00:00:00Z
No,0.74,No,136,0.64,2,medium,IT,3,No,2018-09-21T00:00:00Z
No,0.78,No,137,0.89,3,medium,IT,4,No,2017-11-10T00:00:00Z
No,0.77,No,191,0.75,3,medium,IT,4,No,2017-11-24T00:00:00Z
No,0.91,No,132,0.68,4,medium,IT,4,No,2016-09-19T00:00:00Z
No,0.54,No,249,0.68,5,medium,product_mng,6,No,2015-12-12T00:00:00Z
No,0.48,No,274,0.77,6,medium,product_mng,6,No,2014-08-13T00:00:00Z
No,0.55,No,194,0.96,3,medium,product_mng,3,No,2017-11-02T00:00:00Z
No,0.17,No,191,0.36,2,medium,product_mng,6,No,2018-12-25T00:00:00Z
No,0.77,No,216,0.83,4,medium,IT,5,No,2016-01-24T00:00:00Z
No,0.93,No,241,0.98,3,medium,IT,3,No,2017-09-02T00:00:00Z
No,0.67,No,207,0.52,3,medium,IT,4,No,2017-05-02T00:00:00Z
No,0.95,No,199,0.88,3,medium,IT,3,No,2017-10-18T00:00:00Z
No,0.61,No,286,0.97,4,medium,product_mng,6,No,2016-06-01T00:00:00Z
No,0.57,No,132,0.39,3,high,product_mng,4,No,2017-08-04T00:00:00Z
No,0.65,No,229,1,4,low,product_mng,4,No,2016-07-05T00:00:00Z
No,0.85,No,260,0.81,3,medium,product_mng,4,No,2017-10-03T00:00:00Z
No,0.61,No,214,0.96,2,medium,IT,3,No,2018-01-09T00:00:00Z
No,0.92,No,225,0.93,2,medium,RandD,4,Yes,2018-08-18T00:00:00Z
No,0.37,No,113,0.41,3,medium,RandD,2,Yes,2017-07-13T00:00:00Z
No,0.48,No,250,0.77,2,medium,RandD,5,Yes,2018-08-16T00:00:00Z
No,0.82,No,271,0.91,2,medium,RandD,5,Yes,2018-06-04T00:00:00Z
No,0.84,No,135,0.75,3,medium,RandD,4,Yes,2017-11-17T00:00:00Z
No,0.8,No,224,0.75,3,medium,sales,4,Yes,2017-06-27T00:00:00Z
No,0.49,No,134,0.91,4,low,accounting,4,No,2016-07-19T00:00:00Z
No,0.79,No,158,0.82,2,low,support,5,No,2018-09-27T00:00:00Z
No,0.48,No,183,0.67,2,low,technical,3,No,2018-03-08T00:00:00Z
No,0.28,No,97,0.89,6,low,management,4,No,2014-01-05T00:00:00Z
No,0.47,No,226,0.56,3,low,marketing,4,No,2017-10-17T00:00:00Z
No,0.61,No,242,0.89,10,high,sales,3,No,2010-01-19T00:00:00Z
No,0.47,No,284,0.79,10,low,sales,3,No,2010-06-25T00:00:00Z
No,0.22,No,274,0.7,10,high,sales,2,No,2010-06-27T00:00:00Z
No,0.5,No,130,0.48,10,high,sales,4,No,2010-03-02T00:00:00Z
No,0.56,No,146,0.87,10,low,sales,3,No,2010-04-11T00:00:00Z
No,0.84,No,207,0.85,10,low,sales,4,No,2010-11-02T00:00:00Z
No,0.53,No,143,0.64,2,low,sales,3,No,2018-11-25T00:00:00Z
No,0.17,No,116,0.57,3,medium,sales,4,No,2017-10-22T00:00:00Z
No,0.94,No,242,0.51,3,medium,sales,3,No,2017-11-15T00:00:00Z
No,0.77,No,153,0.89,7,medium,sales,4,No,2013-05-23T00:00:00Z
No,0.49,No,233,0.65,7,medium,sales,4,No,2013-12-07T00:00:00Z
No,0.93,No,283,0.73,7,high,sales,4,No,2013-05-18T00:00:00Z
No,0.38,No,188,0.43,7,medium,sales,3,No,2013-04-10T00:00:00Z
No,0.6,No,182,0.54,6,medium,sales,4,No,2014-07-25T00:00:00Z
No,0.5,No,286,0.82,6,medium,sales,2,No,2014-05-11T00:00:00Z
No,0.97,No,212,0.55,6,high,sales,5,No,2014-11-05T00:00:00Z
No,0.93,No,176,0.95,6,medium,accounting,5,Yes,2014-03-23T00:00:00Z
No,0.5,No,264,1,8,high,accounting,5,Yes,2012-02-28T00:00:00Z
No,0.52,No,261,0.84,8,low,accounting,3,Yes,2012-01-19T00:00:00Z
No,0.5,No,163,0.71,8,medium,hr,4,Yes,2012-07-07T00:00:00Z
No,0.55,No,139,0.4,8,medium,hr,3,Yes,2012-11-13T00:00:00Z
No,0.96,No,202,0.48,6,low,technical,3,No,2014-08-07T00:00:00Z
No,0.97,No,177,0.84,6,low,technical,4,No,2014-02-24T00:00:00Z
No,0.97,No,234,0.66,6,low,technical,5,No,2014-11-25T00:00:00Z
No,0.71,No,188,0.54,6,low,technical,4,No,2014-03-23T00:00:00Z
No,0.82,No,203,0.49,6,low,technical,5,No,2014-12-31T00:00:00Z
No,0.57,No,227,1,10,low,technical,4,No,2010-12-19T00:00:00Z
No,0.48,No,150,0.93,10,low,technical,3,No,2010-05-31T00:00:00Z
No,0.71,No,267,0.64,3,low,technical,3,No,2017-08-01T00:00:00Z
No,0.63,No,186,0.61,10,low,technical,5,No,2010-02-27T00:00:00Z
No,0.99,No,142,0.84,10,high,technical,4,No,2010-07-21T00:00:00Z
No,0.65,No,201,0.85,10,low,support,4,No,2010-10-14T00:00:00Z
No,0.7,No,142,0.85,2,low,support,4,No,2018-05-23T00:00:00Z
No,0.99,No,167,0.94,4,low,support,4,No,2016-03-08T00:00:00Z
No,0.65,No,258,0.62,2,high,support,4,No,2018-11-11T00:00:00Z
No,0.92,No,207,0.85,2,low,support,3,No,2018-08-28T00:00:00Z
No,0.39,No,188,0.89,5,low,support,3,No,2015-11-29T00:00:00Z
No,0.82,No,214,0.85,2,high,support,3,No,2018-01-14T00:00:00Z
No,0.78,No,272,0.89,2,low,support,4,No,2018-09-24T00:00:00Z
No,0.62,No,259,0.79,3,medium,support,3,No,2017-08-22T00:00:00Z
No,0.49,No,192,0.57,3,medium,technical,3,No,2017-03-06T00:00:00Z
No,0.82,No,164,0.82,3,high,technical,3,No,2017-12-27T00:00:00Z
No,0.48,No,149,0.81,2,medium,management,4,No,2018-12-30T00:00:00Z
No,0.69,No,149,0.56,3,medium,IT,4,No,2017-07-06T00:00:00Z
No,0.4,No,165,0.89,3,medium,IT,2,No,2017-02-01T00:00:00Z
No,0.72,No,222,0.8,3,medium,IT,3,No,2017-09-14T00:00:00Z
No,0.5,No,265,0.77,3,medium,IT,3,No,2017-03-26T00:00:00Z
No,0.78,No,247,0.5,4,medium,product_mng,5,No,2016-01-05T00:00:00Z
No,0.76,No,147,0.45,2,medium,product_mng,4,No,2018-06-25T00:00:00Z
No,0.94,No,273,0.52,3,high,product_mng,3,No,2017-12-28T00:00:00Z
No,0.24,No,144,0.94,4,low,product_mng,6,No,2016-12-13T00:00:00Z
No,0.99,No,181,0.66,2,medium,IT,3,No,2018-01-17T00:00:00Z
No,0.76,No,255,0.57,4,medium,management,5,No,2016-08-17T00:00:00Z
No,0.76,No,169,0.77,10,medium,management,4,No,2010-09-25T00:00:00Z
No,0.98,No,190,0.67,10,medium,IT,3,No,2010-10-17T00:00:00Z
No,0.98,No,170,0.98,10,medium,IT,4,No,2010-11-02T00:00:00Z
No,0.58,No,154,0.91,10,high,product_mng,3,No,2010-11-06T00:00:00Z
No,0.18,No,142,0.75,2,low,product_mng,3,No,2018-07-18T00:00:00Z
No,0.57,No,235,0.67,2,low,product_mng,5,No,2018-11-23T00:00:00Z
No,0.7,No,110,0.62,3,low,product_mng,3,No,2017-05-11T00:00:00Z
No,0.49,No,211,0.77,3,high,IT,3,No,2017-10-14T00:00:00Z
No,0.7,No,214,0.56,3,medium,management,4,Yes,2017-03-23T00:00:00Z
No,0.16,No,210,0.93,7,medium,management,5,Yes,2013-07-15T00:00:00Z
No,0.58,No,207,0.59,7,medium,management,3,Yes,2013-03-13T00:00:00Z
No,0.66,No,161,0.57,7,medium,management,4,Yes,2013-07-15T00:00:00Z
No,0.51,No,102,0.55,7,medium,management,2,Yes,2013-08-11T00:00:00Z
No,0.48,No,186,0.84,7,medium,management,4,Yes,2013-10-23T00:00:00Z
No,0.56,No,211,0.71,6,low,marketing,3,Yes,2014-11-11T00:00:00Z
No,0.81,No,240,0.62,6,low,sales,3,Yes,2014-04-08T00:00:00Z
No,0.57,No,237,0.7,6,low,accounting,4,No,2014-05-12T00:00:00Z
No,0.66,No,164,0.53,6,low,support,3,No,2014-07-07T00:00:00Z
No,0.22,No,222,0.91,8,low,technical,6,No,2012-10-21T00:00:00Z
No,0.87,No,140,0.88,8,medium,marketing,4,No,2012-09-02T00:00:00Z
No,0.61,No,103,0.42,8,medium,marketing,2,No,2012-01-10T00:00:00Z
No,0.9,No,137,0.51,6,medium,sales,4,No,2014-02-13T00:00:00Z
No,0.64,No,143,0.67,6,medium,sales,3,No,2014-12-08T00:00:00Z
No,0.76,No,170,0.82,6,medium,sales,4,No,2014-04-27T00:00:00Z
No,0.97,No,135,0.41,6,medium,sales,5,No,2014-03-27T00:00:00Z
No,0.69,No,174,0.76,6,medium,sales,3,No,2014-11-18T00:00:00Z
No,0.18,No,174,0.61,6,medium,sales,5,No,2014-11-01T00:00:00Z
No,0.62,No,251,0.91,10,medium,sales,3,No,2010-05-04T00:00:00Z
No,0.87,No,170,0.48,3,low,sales,5,No,2017-06-12T00:00:00Z
No,0.91,No,241,0.64,10,medium,sales,3,No,2010-09-02T00:00:00Z
No,0.14,No,275,0.58,10,medium,sales,4,No,2010-12-16T00:00:00Z
No,0.7,No,245,0.77,2,low,sales,4,No,2018-06-11T00:00:00Z
No,0.77,No,246,0.75,6,low,sales,6,No,2014-03-01T00:00:00Z
No,0.77,No,263,0.76,6,low,sales,6,No,2014-12-09T00:00:00Z
No,0.76,No,133,0.99,4,low,sales,3,No,2016-12-10T00:00:00Z
No,0.66,No,157,0.49,3,low,sales,4,No,2017-09-22T00:00:00Z
No,0.5,No,198,0.95,4,low,accounting,3,No,2016-02-23T00:00:00Z
No,0.57,No,145,0.9,3,low,accounting,5,No,2017-03-16T00:00:00Z
No,0.97,No,118,0.62,2,low,accounting,6,No,2018-06-14T00:00:00Z
No,0.26,No,184,0.99,5,low,hr,5,No,2015-04-29T00:00:00Z
No,0.83,No,247,0.93,2,low,hr,3,No,2018-01-07T00:00:00Z
No,0.55,No,158,0.4,3,low,hr,3,No,2017-08-08T00:00:00Z
No,0.77,No,243,0.74,2,low,technical,5,No,2018-08-23T00:00:00Z
No,0.24,No,203,0.63,5,low,technical,4,No,2015-03-14T00:00:00Z
No,0.8,No,161,0.96,3,low,technical,3,No,2017-03-16T00:00:00Z
No,0.66,No,179,0.59,3,low,technical,4,No,2017-01-22T00:00:00Z
No,0.66,No,188,0.77,2,low,technical,4,No,2018-03-17T00:00:00Z
No,0.66,No,174,0.81,3,low,technical,3,No,2017-03-05T00:00:00Z
No,0.96,No,177,0.83,4,low,technical,3,No,2016-10-29T00:00:00Z
No,0.75,No,194,0.94,4,low,technical,5,No,2016-09-01T00:00:00Z
No,0.78,No,244,0.77,2,medium,technical,3,No,2018-02-23T00:00:00Z
No,0.57,No,269,0.82,2,medium,technical,4,No,2018-04-28T00:00:00Z
No,0.57,No,140,0.88,2,medium,support,4,No,2018-12-13T00:00:00Z
No,0.84,No,224,0.56,2,medium,support,5,No,2018-06-30T00:00:00Z
No,0.23,No,242,0.94,4,medium,support,5,No,2016-03-02T00:00:00Z
No,0.53,No,180,0.37,3,medium,support,3,No,2017-11-06T00:00:00Z
No,0.82,No,150,0.71,3,medium,support,3,No,2017-01-10T00:00:00Z
No,0.59,No,269,0.64,3,medium,support,5,No,2017-01-19T00:00:00Z
No,0.5,No,178,0.52,2,medium,support,2,No,2018-05-11T00:00:00Z
No,1,No,187,0.74,3,medium,support,2,No,2017-09-04T00:00:00Z
No,0.94,No,140,0.61,2,medium,support,3,No,2018-04-26T00:00:00Z
No,0.86,No,193,0.61,2,high,support,4,No,2018-07-05T00:00:00Z
No,0.73,No,243,0.49,2,low,technical,4,No,2018-04-16T00:00:00Z
No,0.79,No,147,0.73,2,medium,technical,2,No,2018-11-30T00:00:00Z
No,0.83,No,165,0.5,3,medium,management,6,No,2017-11-08T00:00:00Z
No,0.85,No,176,0.67,2,medium,IT,3,No,2018-08-10T00:00:00Z
No,0.65,No,170,0.37,6,low,IT,3,No,2014-03-21T00:00:00Z
